"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00177238","2004-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","11",",0","7",",0","0",",0","31",",0","6",",0","16",",0","31",",0","27",",0","0",",0","0",",0","5","","20040116",",,0","20040123",",,0","20040119",",,0","","","20040119",",,0","20040103",",,0","-28.9",",0,16,","483",",,0,23,","203",",,0,19,","17.5",",,0,19,","3.3",",0,03,","2475.1","0","","","","","","","","","","","","","945.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5",",,,0","588",",,,0","-12.17",",0","-7.32",",,,0","-17.02",",,,0"
"USC00177238","2004-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","29",",0","4",",0","3",",0","29",",0","13",",0","0",",0","0",",0","2","","20040216",",,0","20040223","+,,0","20040222",",,0","","","20040222",",,0","20040210",",,0","-23.3",",0,16,","559",",,0,23,+","109",",,0,22,","12.7",",,0,22,","7.2",",0,10,","3170.5","0","","","","","","","","","","","","","695.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4",",,,0","353",",,,0","-5.65",",0","-0.08",",,,0","-11.21",",,,0"
"USC00177238","2004-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","15",",0","7",",0","0",",0","31",",0","3",",0","0",",0","28",",0","4",",0","0",",0","0",",0","8","","20040323",",,0","20040322","+,,0","20040321",",,0","","","20040306",",,0","20040302",",,0","-15.0",",0,23,","508",",,0,22,+","99",",,0,21,","16.3",",,0,06,","9.4",",0,02,","3764.4","0","","","","","","","","","","","","","593.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.5",",,,0","295",",,,0","-0.83",",0","3.85",",,,0","-5.50",",,,0"
"USC00177238","2004-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","16",",0","10",",0","1",",0","10",",0","2",",0","0",",0","17",",0","0",",0","0",",0","0",",0","11","","20040425",",,0","20040405",",,0","20040405",",,0","2","","20040402",",,0","20040430",",,0","-5.6",",0,25,","203",",,0,05,","178",",,0,05,","31.0",",,0,02,","18.3",",0,30,","4175.0","0","","","","","","","","","","","","","410.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.8",",,,0","252",",,,0","4.65",",0","9.61",",,,0","-0.32",",,,0"
"USC00177238","2004-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","7",",0","0",",0","16","","20040508",",,0","20040531","+,,0","20040531","+,,0","2","","20040504",",,0","20040520","+,,0","-1.7",",0,08,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,04,","23.3",",0,20,+","4432.9","0","","","","","","","","","","","","","257.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.8",",,,0","0",",,,0","10.01",",0","15.75",",,,0","4.28",",,,0"
"USC00177238","2004-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","6.2","0","6.2",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","1",",0","12","","20040601",",,0","20040630","+,,0","20040630","+,,0","1","","20040626",",,0","20040609",",,0","2.2",",0,01,","0",",,0,30,+","0",",,0,30,+","43.2",",,0,26,","33.9",",0,09,","4562.6","0","","","","","","","","","","","","","129.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.0",",,,0","0",",,,0","14.21",",0","20.27",",,,0","8.15",",,,0"
"USC00177238","2004-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","15.9","0","9.7",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","23","","20040701",",,0","20040731","+,,0","20040731","+,,0","4","","20040702",",,0","20040731",",,0","7.8",",0,01,","0",",,0,31,+","0",",,0,31,+","22.1",",,0,02,","30.0",",0,31,","48.9","0","","","","","","","","","","","","","48.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.9",",,,0","0",",,,0","17.07",",0","21.99",",,,0","12.15",",,,0"
"USC00177238","2004-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","47.8","0","31.9",",0","11",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","15","","20040826",",,0","20040831","+,,0","20040831","+,,0","3","","20040813",",,0","20040828",",,0","7.2",",0,26,","0",",,0,31,+","0",",,0,31,+","64.0",",,0,13,","31.1",",0,28,","76.9","0","","","","","","","","","","","","","28.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186.8",",,,0","0",",,,0","18.46",",0","24.25",",,,0","12.66",",,,0"
"USC00177238","2004-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","47.8","0","0.0",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","6","","20040914",",,0","20040930","+,,0","20040930","+,,0","","","20040909",",,0","20040925","+,,0","3.3",",0,14,","0",",,0,30,+","0",",,0,30,+","45.5",",,0,09,","25.0",",0,25,+","209.6","0","","","","","","","","","","","","","132.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.4",",,,0","0",",,,0","13.91",",0","19.97",",,,0","7.85",",,,0"
"USC00177238","2004-10","45.08533","-67.1205","35.1","ROBBINSTON, ME US","47.8","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","1",",0","0",",0","7","","20041030",",,0","20041031","+,,0","20041031","+,,0","","","20041016",",,0","20041008",",,0","-3.9",",0,30,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,16,","21.7",",0,08,","507.2","0","","","","","","","","","","","","","297.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5",",,,0","0",",,,0","8.73",",0","13.46",",,,0","4.01",",,,0"
"USC00177238","2004-11","45.08533","-67.1205","35.1","ROBBINSTON, ME US","47.8","0","0.0",",0","13",",0","7",",0","2",",0","6",",0","1",",0","0",",0","23",",0","0",",0","0",",0","0",",0","3","","20041117",",,0","20041113",",,0","20041113",",,0","1","","20041125",",,0","20041125",",,0","-8.3",",0,17,","76",",,0,13,","71",",,0,13,","40.6",",,0,25,","13.9",",0,25,","991.6","0","","","","","","","","","","","","","484.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.3",",,,0","74",",,,0","2.19",",0","6.54",",,,0","-2.17",",,,0"
"USC00177238","2004-12","45.08533","-67.1205","35.1","ROBBINSTON, ME US","47.8","0","0.0",",0","15",",0","9",",0","1",",0","10",",0","2",",0","1",",0","31",",0","16",",0","0",",0","0",",0","7","","20041228",",,0","20041227",",,0","20041227",",,0","","","20041201",",,0","20041224","+,,0","-19.4",",0,28,","178",",,0,27,","185",",,0,27,","32.0",",,0,01,","12.2",",0,24,+","1696.7","0","","","","","","","","","","","","","705.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.9",",,,0","302",",,,0","-4.41",",0","0.40",",,,0","-9.23",",,,0"
"USC00177238","2005-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","14",",0","9",",0","0",",0","31",",0","9",",0","12",",0","31",",0","26",",0","0",",0","0",",0","3","","20050122",",,0","20050120",",,0","20050120",",,0","","","20050120",",,0","20050114",",,0","-24.4",",0,22,","508",",,0,20,","389",",,0,20,","24.1",",,0,20,","12.8",",0,14,","2555.7","0","   0.0",",,,0,1,2","","","","","","","","","","","859.0",",0","   0.6",",,,0,1,2","","","","","","","","","","","  -1.1",",,,0,1,2","","","","","","","","","","","  -0.6",",,,0,1,2","","","","","","","","","","","  -0.2",",,,0,1,2","","","","","","","","","","","   0.1",",,,0,1,2","","","","","","","","","","","86.5",",,,0","967",",,,0","-9.38",",0","-4.14",",,,0","-14.61",",,,0"
"USC00177238","2005-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","10",",0","9",",0","1",",0","28",",0","6",",0","3",",0","28",",0","15",",0","0",",0","0",",0","3","","20050221",",,0","20050211",",,0","20050210",",,0","","","20050210",",,0","20050205",",,0","-19.4",",0,21,","533",",,0,11,","224",",,0,10,","42.4",",,0,10,","8.9",",0,05,","3204.2","0","   0.0",",,,0,0,2","","","","","","","","","","","648.5",",0","   0.6",",,,0,0,2","","","","","","","","","","","  -0.6",",,,0,0,2","","","","","","","","","","","   0.0",",,,0,0,2","","","","","","","","","","","  -0.1",",,,0,0,2","","","","","","","","","","","   0.1",",,,0,0,2","","","","","","","","","","","80.6",",,,0","508",",,,0","-4.83",",0","0.15",",,,0","-9.80",",,,0"
"USC00177238","2005-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","13",",0","7",",0","3",",0","31",",0","6",",0","1",",0","28",",0","7",",0","0",",0","0",",0","6","","20050311",",,0","20050314","+,,0","20050301",",,0","","","20050329",",,0","20050331",",,0","-17.8",",0,11,","559",",,0,14,+","157",",,0,01,","49.8",",,0,29,","11.7",",0,31,","3799.2","0","   0.6",",,,0,0,2","","","","","","","","","","","595.0",",0","   0.6",",,,0,0,2","","","","","","","","","","","   0.0",",,,0,0,2","","","","","","","","","","","   0.0",",,,0,0,2","","","","","","","","","","","   0.1",",,,0,0,2","","","","","","","","","","","   0.5",",,,0,0,2","","","","","","","","","","","156.5",",,,0","529",",,,0","-0.86",",0","4.51",",,,0","-6.23",",,,0"
"USC00177238","2005-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","18",",0","12",",0","1",",0","3",",0","1",",0","0",",0","17",",0","0",",0","1",",0","0",",0","10","","20050416",",,0","20050401",",,0","20050412",",,0","1","","20050428",",,0","20050420",",,0","-3.9",",0,16,","76",",,0,01,","64",",,0,12,","56.6",",,0,28,","21.1",",0,20,","4184.5","0","   8.3",",,,0,1,2","","","","","","","","","","","385.3",",0","  12.2",",,,0,1,2","","","","","","","","","","","   0.0",",,,0,1,2","","","","","","","","","","","   0.6",",,,0,1,2","","","","","","","","","","","   3.6",",,,0,1,2","","","","","","","","","","","   5.8",",,,0,1,2","","","","","","","","","","","179.6",",,,0","100",",,,0","5.49",",0","11.06",",,,0","-0.08",",,,0"
"USC00177238","2005-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","20",",0","13",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","17","","20050513",",,0","20050531","+,,0","20050507",",,0","","","20050526",",,0","20050511",",,0","-2.2",",0,13,","0",",,0,31,+","0",",T,0,07,","59.2",",,0,26,","17.8",",0,11,","4482.7","0","  12.2",",,,0,1,2","","","","","","","","","","","298.2",",0","  15.6",",,,0,1,2","","","","","","","","","","","   7.2",",,,0,1,2","","","","","","","","","","","   8.3",",,,0,1,2","","","","","","","","","","","   9.5",",,,0,1,2","","","","","","","","","","","  12.2",",,,0,1,2","","","","","","","","","","","214.2",",,,0","0",",T,,0","8.71",",0","13.03",",,,0","4.39",",,,0"
"USC00177238","2005-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","14.5","0","14.5",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","14","","20050601",",,0","20050630","+,,0","20050630","+,,0","6","","20050606",",,0","20050625",",,0","4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,06,","35.0",",0,25,","4573.0","0","  22.2",",,,0,1,2","","","","","","","","","","","90.3",",0","  27.2",",,,0,1,2","","","","","","","","","","","  11.7",",,,0,1,2","","","","","","","","","","","  15.6",",,,0,1,2","","","","","","","","","","","  16.9",",,,0,1,2","","","","","","","","","","","  21.2",",,,0,1,2","","","","","","","","","","","58.1",",,,0","0",",,,0","15.81",",0","22.00",",,,0","9.61",",,,0"
"USC00177238","2005-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","47.7","0","33.2",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","15","","20050705",",,0","20050731","+,,0","20050731","+,,0","4","","20050725",",,0","20050720",",,0","8.9",",0,05,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,25,","32.2",",0,20,","32.9","0","  23.3",",,,0,1,2","","","","","","","","","","","32.9",",0","  27.2",",,,0,1,2","","","","","","","","","","","  17.8",",,,0,1,2","","","","","","","","","","","  20.0",",,,0,1,2","","","","","","","","","","","  19.9",",,,0,1,2","","","","","","","","","","","  24.6",",,,0,1,2","","","","","","","","","","","52.1",",,,0","0",",,,0","18.34",",0","24.46",",,,0","12.22",",,,0"
"USC00177238","2005-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","77.2","0","29.5",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","15","","20050819",",,0","20050831","+,,0","20050831","+,,0","3","","20050830",",,0","20050810",",,0","7.8",",0,19,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,30,","30.6",",0,10,","53.5","0","  22.8",",,,0,1,2","","","","","","","","","","","20.6",",0","  26.7",",,,0,1,2","","","","","","","","","","","  18.3",",,,0,1,2","","","","","","","","","","","  20.6",",,,0,1,2","","","","","","","","","","","  20.2",",,,0,1,2","","","","","","","","","","","  24.1",",,,0,1,2","","","","","","","","","","","124.4",",,,0","0",",,,0","18.62",",0","24.48",",,,0","12.76",",,,0"
"USC00177238","2005-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","89.1","0","11.9",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","9","","20050925",",,0","20050930","+,,0","20050930","+,,0","3","","20050917",",,0","20050902",",,0","3.3",",0,25,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,17,","28.3",",0,02,","135.9","0","  20.0",",,,0,1,2","","","","","","","","","","","82.4",",0","  23.9",",,,0,1,2","","","","","","","","","","","  13.9",",,,0,1,2","","","","","","","","","","","  15.6",",,,0,1,2","","","","","","","","","","","  17.1",",,,0,1,2","","","","","","","","","","","  19.9",",,,0,1,2","","","","","","","","","","","115.0",",,,0","0",",,,0","15.99",",0","21.34",",,,0","10.63",",,,0"
"USC00177238","2005-10","45.08533","-67.1205","35.1","ROBBINSTON, ME US","89.1","0","0.0",",0","12",",0","9",",0","5",",0","0",",0","0",",0","0",",0","3",",0","0",",0","4",",0","0",",0","9","","20051029",",,0","20051031","+,,0","20051023",",,0","1","","20051008",",,0","20051003",",,0","-2.2",",0,29,","0",",,0,31,+","0",",T,0,23,","82.3",",,0,08,","23.9",",0,03,","399.5","0","  16.7",",,,0,0,2","","","","","","","","","","","263.6",",0","  18.3",",,,0,0,2","","","","","","","","","","","   5.6",",,,0,0,2","","","","","","","","","","","   6.7",",,,0,0,2","","","","","","","","","","","  10.8",",,,0,0,2","","","","","","","","","","","  12.4",",,,0,0,2","","","","","","","","","","","303.9",",,,0","0",",T,,0","9.83",",0","13.98",",,,0","5.68",",,,0"
"USC00177238","2005-11","45.08533","-67.1205","35.1","ROBBINSTON, ME US","89.1","0","0.0",",0","16",",0","10",",0","3",",0","2",",0","1",",0","0",",0","15",",0","0",",0","0",",0","0",",0","9","","20051126","+,,0","20051126","+,,0","20051123",",,0","1","","20051122",",,0","20051101",",,0","-7.2",",0,26,+","25",",,0,26,+","25",",,0,23,","84.1",",,0,22,","19.4",",0,01,","807.1","0","   8.3",",,,0,1,2","","","","","","","","","","","407.6",",0","   9.4",",,,0,1,2","","","","","","","","","","","   1.7",",,,0,1,2","","","","","","","","","","","   2.2",",,,0,1,2","","","","","","","","","","","   4.6",",,,0,1,2","","","","","","","","","","","   6.3",",,,0,1,2","","","","","","","","","","","210.8",",,,0","44",",,,0","4.75",",0","9.63",",,,0","-0.13",",,,0"
"USC00177238","2005-12","45.08533","-67.1205","35.1","ROBBINSTON, ME US","89.1","0","0.0",",0","13",",0","9",",0","3",",0","23",",0","6",",0","0",",0","30",",0","17",",0","0",",0","0",",0","7","","20051231",",,0","20051228","+,,0","20051209",",,0","","","20051226",",,0","20051201",",,0","-14.4",",0,31,","127",",,0,28,+","89",",,0,09,","43.7",",,0,26,","11.7",",0,01,","1488.8","0","   6.1",",,,0,1,2","","","","","","","","","","","681.7",",0","   7.8",",,,0,1,2","","","","","","","","","","","   0.0",",,,0,1,2","","","","","","","","","","","   0.6",",,,0,1,2","","","","","","","","","","","   1.0",",,,0,1,2","","","","","","","","","","","   1.4",",,,0,1,2","","","","","","","","","","","201.1",",,,0","343",",,,0","-3.66",",0","0.43",",,,0","-7.75",",,,0"
"USC00177238","2006-01","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","14",",0","9",",0","0",",0","23",",0","4",",0","0",",0","30",",0","13",",0","0",",0","0",",0","7","","20060116","+,,0","20060127","+,,0","20060123",",,0","","","20060114",",,0","20060114",",,0","-13.9",",0,16,+","127",",,0,27,+","91",",,0,23,","22.1",",,0,14,","12.8",",0,14,","2130.9","0","   0.6",",,,0,1,2","","","","","","","","","","","642.1",",0","   0.6",",,,0,1,2","","","","","","","","","","","   0.0",",,,0,1,2","","","","","","","","","","","   0.0",",,,0,1,2","","","","","","","","","","","   0.1",",,,0,1,2","","","","","","","","","","","   0.1",",,,0,1,2","","","","","","","","","","","94.2",",,,0","315",",,,0","-2.38",",0","1.85",",,,0","-6.61",",,,0"
"USC00177238","2006-02","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0","1,0","10",",0","4",",0","1",",0","17",",0","2",",0","3",",0","26",",0","17","1,0","0","1,0","0","1,0","3","","20060219",",,0","20060212",",,0","20060212",",,0","","","20060205",",,0","20060217",",1,0","-18.9",",0,19,","254",",,0,12,","244",",,0,12,","40.4",",,0,05,","12.2","1,0,17,","2768.9","0","   0.0",",,,0,1,2","","","","","","","","","","","638.0","1,0","   0.0",",,,0,1,2","","","","","","","","","","","  -6.7",",,,0,1,2","","","","","","","","","","","  -2.8",",,,0,1,2","","","","","","","","","","","  -1.8",",,,0,1,2","","","","","","","","","","","  -0.8",",,,0,1,2","","","","","","","","","","","89.3",",,,0","331",",,,0","-5.27","1,0","-0.49","1,,,0","-10.04",",,,0"
"USC00177238","2006-03","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","6",",0","1",",0","0",",0","28",",0","5",",0","0",",0","0",",0","3","","20060301",",,0","20060302",",,0","20060302",",,0","","","20060314",",,0","20060331",",,0","-15.6",",0,01,","102",",,0,02,","64",",,0,02,","16.0",",,0,14,","17.8",",0,31,","3322.4","0","   0.6",",,,0,1,2","","","","","","","","","","","553.5",",0","   3.3",",,,0,1,2","","","","","","","","","","","  -3.9",",,,0,1,2","","","","","","","","","","","  -3.3",",,,0,1,2","","","","","","","","","","","  -0.4",",,,0,1,2","","","","","","","","","","","   0.3",",,,0,1,2","","","","","","","","","","","31.5",",,,0","103",",,,0","0.48",",0","5.69",",,,0","-4.74",",,,0"
"USC00177238","2006-04","45.08533","-67.1205","35.1","ROBBINSTON, ME US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","1",",0","0",",0","6","","20060410",",,0","20060430","+,,0","20060406",",,0","","","20060406",",,0","20060430",",,0","-3.3",",0,10,","0",",,0,30,+","23",",,0,06,","12.4",",,0,06,","21.1",",0,30,","3684.3","0","   7.8",",,,0,1,2","","","","","","","","","","","361.9",",0","  13.9",",,,0,1,2","","","","","","","","","","","   0.6",",,,0,1,2","","","","","","","","","","","   3.3",",,,0,1,2","","","","","","","","","","","   4.4",",,,0,1,2","","","","","","","","","","","   7.8",",,,0,1,2","","","","","","","","","","","58.6",",,,0","23",",,,0","6.27",",0","12.22",",,,0","0.32",",,,0"
"USC00177238","2006-05","45.08533","-67.1205","35.1","ROBBINSTON, ME US","1.7","0","1.7","2,0","14",",0","8",",0","5",",0","0",",0","0",",0","0","2,0","2","2,0","0",",0","8",",0","0",",0","13","","20060509",",2,0","20060531","+,,0","20060531","+,,0","2","","20060511",",,0","20060529",",,0","-4.4","2,0,09,","0",",,0,31,+","0",",,0,31,+","39.6",",,0,11,","27.8",",0,29,","3864.9","0","  17.8",",,,0,1,2","","","","","","","","","","","180.6",",0","  22.8",",,,0,1,2","","","","","","","","","","","   8.3",",,,0,1,2","","","","","","","","","","","   9.4",",,,0,1,2","","","","","","","","","","","  12.7",",,,0,1,2","","","","","","","","","","","  16.5",",,,0,1,2","","","","","","","","","","","226.3",",,,0","0",",,,0","12.11","2,0","17.78",",,,0","6.43","2,,,0"
"USC00177238","2006-06","45.08533","-67.1205","35.1","ROBBINSTON, ME US","9.3","0","7.6",",0","19",",0","14",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","26","","20060609",",,0","20060630","+,,0","20060630","+,,0","2","","20060604",",,0","20060617","+,,0","5.6",",0,09,","0",",,0,30,+","0",",,0,30,+","59.2",",,0,04,","27.8",",0,17,+","3937.0","0","  21.7",",,,0,1,2","","","","","","","","","","","72.1",",0","  25.6",",,,0,1,2","","","","","","","","","","","  13.9",",,,0,1,2","","","","","","","","","","","  16.1",",,,0,1,2","","","","","","","","","","","  17.9",",,,0,1,2","","","","","","","","","","","  21.3",",,,0,1,2","","","","","","","","","","","220.9",",,,0","0",",,,0","16.19",",0","20.69",",,,0","11.68",",,,0"
"USC00177238","2006-07","45.08533","-67.1205","35.1","ROBBINSTON, ME US","69.2","0","59.9",",0","11",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","22","","20060731","+,,0","20060731","+,,0","20060731","+,,0","9","","20060728",",,0","20060714",",,0","11.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","26.7",",,0,28,","33.9",",0,14,","1.1","0","  23.9",",,,0,1,2","","","","","","","","","","","1.1",",0","  28.3",",,,0,1,2","","","","","","","","","","","  19.4",",,,0,1,2","","","","","","","","","","","  23.3",",,,0,1,2","","","","","","","","","","","  22.2",",,,0,1,2","","","","","","","","","","","  26.2",",,,0,1,2","","","","","","","","","","","118.4",",,,0","0",",,,0","20.23",",0","26.34",",,,0","14.12",",,,0"
"USC00177238","2006-08","45.08533","-67.1205","35.1","ROBBINSTON, ME US","90.5","0","21.3",",0","15",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","10","","20060825",",,0","20060831","+,,0","20060831","+,,0","6","","20060820",",,0","20060802",",,0","6.1",",0,25,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,20,","31.7",",0,02,","52.5","0","  24.4",",,,0,1,2","","","","","","","","","","","51.4",",0","  27.8",",,,0,1,2","","","","","","","","","","","  16.7",",,,0,1,2","","","","","","","","","","","  19.4",",,,0,1,2","","","","","","","","","","","  20.3",",,,0,1,2","","","","","","","","","","","  23.5",",,,0,1,2","","","","","","","","","","","100.5",",,,0","0",",,,0","17.36",",0","23.29",",,,0","11.43",",,,0"
"USC00177238","2006-09","45.08533","-67.1205","35.1","ROBBINSTON, ME US","93.4","0","2.9",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","13","","20060927","+,,0","20060930","+,,0","20060930","+,,0","1","","20060909",",,0","20060918","+,,0","3.3",",0,27,+","0",",,0,30,+","0",",,0,30,+","23.6",",,0,09,","25.6",",0,18,+","165.7","0","  20.0",",,,0,1,2","","","","","","","","","","","113.2",",0","  22.8",",,,0,1,2","","","","","","","","","","","  13.3",",,,0,1,2","","","","","","","","","","","  15.6",",,,0,1,2","","","","","","","","","","","  16.9",",,,0,1,2","","","","","","","","","","","  19.5",",,,0,1,2","","","","","","","","","","","73.4",",,,0","0",",,,0","14.66",",0","20.32",",,,0","9.00",",,,0"
